"stop_desc","stop_desc"
"Westbound NE 8th AVE @ Farside NE 17th DR","Westbound NE 8th AVE @ Farside NE 17th DR"
"Southbound NE 15th St @ Nearside NE 7th Ave","Southbound NE 15th St @ Nearside NE 7th Ave"
"Southbound NE 15th ST @ Farside NE 5th PL","Southbound NE 15th ST @ Farside NE 5th PL"
"Southbound NE 15th St @ Farside NE 3rd Ave","Southbound NE 15th St @ Farside NE 3rd Ave"
"Southbound SE 15th ST @ Farside SE 2nd AVE","Southbound SE 15th ST @ Farside SE 2nd AVE"
"Eastbound SE 3rd AVE @ Nearside SE 17th ST","Eastbound SE 3rd AVE @ Nearside SE 17th ST"
"Eastbound Hawthorne RD @ Farside SE 21st ST","Eastbound Hawthorne RD @ Farside SE 21st ST"
"Eastbound Hawthorne RD @ Nearside SE 21st ST","Eastbound Hawthorne RD @ Nearside SE 21st ST"
"Eastbound Hawthorne RD @ Nearside SE 24th ST","Eastbound Hawthorne RD @ Nearside SE 24th ST"
"Southbound SE 19th TER @ Farside SE 8th AVE","Southbound SE 19th TER @ Farside SE 8th AVE"
"Southbound SE 19th TER @ Nearside SE 10th PL","Southbound SE 19th TER @ Nearside SE 10th PL"
"Southbound SE 19th TER @ Nearside SE 12th AVE","Southbound SE 19th TER @ Nearside SE 12th AVE"
"Westbound SE 12th AVE @ Nearside SE 18th TER","Westbound SE 12th AVE @ Nearside SE 18th TER"
"Westbound SE 12th AVE @ Nearside SE 15th ST","Westbound SE 12th AVE @ Nearside SE 15th ST"
"Southbound SE 15th ST @ Nearside SE 14th AVE","Southbound SE 15th ST @ Nearside SE 14th AVE"
"Southbound SE 15th ST @ Nearside SE 22nd AVE","Southbound SE 15th ST @ Nearside SE 22nd AVE"
"Westbound SE 22nd AVE @ Nearside SE 13th ST","Westbound SE 22nd AVE @ Nearside SE 13th ST"
"Westbound SE 22nd AVE @ Farside SE 12th ST","Westbound SE 22nd AVE @ Farside SE 12th ST"
"Northbound SE 4th ST @ Farside SE 19th PL","Northbound SE 4th ST @ Farside SE 19th PL"
"Westbound SE 7th AVE @ Farside SE 10th TER","Westbound SE 7th AVE @ Farside SE 10th TER"
"Westbound SE 7th AVE @ Nearside SE 9th ST","Westbound SE 7th AVE @ Nearside SE 9th ST"
"Westbound SE 7th AVE @ Farside SE 8th ST","Westbound SE 7th AVE @ Farside SE 8th ST"
"Eastbound SE 7th AVE @ Nearside SE 8th ST","Eastbound SE 7th AVE @ Nearside SE 8th ST"
"Eastbound SE 7th AVE @ Nearside SE 9th ST","Eastbound SE 7th AVE @ Nearside SE 9th ST"
"Eastbound SE 7th AVE @ Nearside SE 10th TER","Eastbound SE 7th AVE @ Nearside SE 10th TER"
"Southbound SE 4th ST @ Nearside SE 19th PL","Southbound SE 4th ST @ Nearside SE 19th PL"
"Eastbound SE 22nd AVE @ Nearside SE 12th ST","Eastbound SE 22nd AVE @ Nearside SE 12th ST"
"Eastbound SE 22nd AVE @ Nearside SE 13th ST","Eastbound SE 22nd AVE @ Nearside SE 13th ST"
"Southbound SE 15th ST @ Farside SE 25th AVE","Southbound SE 15th ST @ Farside SE 25th AVE"
"Southbound SE 15th ST @ Farside SE 35th AVE","Southbound SE 15th ST @ Farside SE 35th AVE"
"Southbound SE 15th ST @ Nearside SE 41st AVE","Southbound SE 15th ST @ Nearside SE 41st AVE"
"Northbound SE 15th ST @ Nearside SE 35th AVE","Northbound SE 15th ST @ Nearside SE 35th AVE"
"Northbound SE 15th ST @ Nearside SE 25th AVE","Northbound SE 15th ST @ Nearside SE 25th AVE"
"Northbound SE 15th ST @ Farside SE 22nd AVE","Northbound SE 15th ST @ Farside SE 22nd AVE"
"Northbound SE 15th ST @ Farside SE 13th PL","Northbound SE 15th ST @ Farside SE 13th PL"
"Eastbound SE 12th AVE @ Farside SE 15th ST","Eastbound SE 12th AVE @ Farside SE 15th ST"
"Eastbound SE 12th AVE @ Farside SE 17th TER","Eastbound SE 12th AVE @ Farside SE 17th TER"
