stop_id,stop_name,stop_desc,route_id
689,Boardwalk Apartments,Northbound SW 13th ST @ Farside SW 14th DR,13
692,Village Square,Northbound SW 13th ST @ Farside SW 25th PL,13
685,The Landings Apartments,Northbound SW 13th ST @ Farside SW 36th PL,13
672,City College Gainesville,Southbound SW 13th ST @ Nearside SW 25th PL,13
680,Bridge House,Southbound SW 13th ST @ Nearside SW 45th LN,13
677,The Landings Apartments,Southbound SW 13th ST @ Nearside SW 36th PL,13
679,Meridian Behavioral Healthcare,Southbound SW 13th ST @ Farside Williston RD,13
669,Liv+ Apartments 13th St,Southbound SW 13th ST @ Farside SW 18th PL,13
670,Dollar General,Southbound SW 13th ST @ Nearside SW18th PL,13
659,Shands Hospital @ Parking Garage 9,Southbound Gale Lemerand DR @ Farside Archer RD,13
660,Shands Hospital @ Helipad,Westbound Shealy DR @ Farside SW 16TH AVE,13
668,Ronald McDonald House of Gainesville,Eastbound SW 16th AVE @ Nearside SW 14th ST,13
667,Summit House Condominiums,Eastbound SW 16th AVE @ Farside SW 16th ST,13
1264,Cottage Grove Apartments at Gainesville,Southbound SW 13th ST @ Farside SW Williston RD,13
671,Lakeshore Towers Apartments,Southbound SW 13th ST @ Nearside SW 25th PL,13
1358,SW 16th Avenue Building A,Eastbound SW 16th AVE @ Nearside SW  16th ST,13
744,Wade Raulerson Honda Dealership,Eastbound NE 39th AVE @ Farside N Main ST,15
754,NE 23rd Ave Farside NE 14th St Westbound,Westbound NE 23rd AVE @ Farside NE 14th ST,15
1,Rosa Parks RTS Downtown Station,Northbound SE 3rd ST @ Nearside SE 3rd ST,15
758,David's BBQ,Southbound NE 2nd ST @ Farside NE 23rd AVE,15
769,The Collier Companies,Southbound N Main ST @ Nearside NW 2nd AVE,15
757,Pointe 23 Apartments,Westbound NE 23rd AVE @ Farside NE 7th TER,15
1216,Arlington Square Apartments,Southbound SE 3rd ST @ Nearside SE 2nd PL,15
759,Pine Grove Apartments,Southbound NE 2nd ST @ Farside NE 21st LN,15
739,Eastbound NW 39th Avenue @ NW 10th Street,Eastbound NW 39th AVE @ Farside NW 10th ST,15
760,Laundry Mart,Southbound NE 2nd ST @ Nearside NE 16th AVE,15
755,Highland Court Manor Neighborhood @ NE 23rd Avenue,Westbound NE 23rd AVE @ Nearside NE 11th TER,15
746,Eden Park Apartments,Eastbound NE 39th AVE @ Nearside NE 14th ST,15
740,Stephen Foster Elementary School @ 39th Ave,Eastbound NW 39th AVE @ Nearside NW 7th ST,15
756,Westbound NE 23rd Avenue @ NE 9th Street,Westbound NE 23rd AVE @ Nearside NE 9th ST,15
745,Highland Court Manor,Eastbound NE 39th AVE @ Nearside NE 12th ST,15
741,Gainesville Public Works,Eastbound NW 39th AVE @ Farside NW 6th ST,15
259,ALDI Food Market,Northbound NW 13th ST @ Nearside NW 39th AVE,15
258,Johnson & Fletcher Insurance,Northbound NW 13th ST @ Nearside NW 33rd AVE,15
750,Southbound NE 15th Street @ NE 31 Avenue,Southbound NE 15th ST @ Nearside NE 31st AVE,15
718,Northbound NE 15th Street @ NE 31st Avenue,Northbound NE 15th ST @ Farside NE 31st AVE,15
729,Southbound SW 6th Street @ NW 36th Avenue,Southbound NW 6th ST @ Nearside NW 35th AVE,15
704,Kangaroo @ N Main St,Northbound N Main ST @ Nearside NE 16th AVE,15
733,IBEW Local 1205,Southbound NW 6th ST @ Farside NW 26th AVE,15
726,Bella Vista Village,Westbound NW 39th AVE @ Nearside NW 1st TER,15
715,Smokey Bear Park,Northbound NE 15th ST @ Farside NE 23rd AVE,15
139,City Hall,Westbound E University AVE @ Nearside NE 1st ST,15
713,NE 23rd Avenue @ NE 11th Terrace,Eastbound NE 23rd AVE @ Farside NE 11th TER,15
724,Westbound NE 39th Ave at Main St - Gsville Nissan,Westbound NE 39th AVE @ Nearside N Main ST,15
700,Fire Stone @ N Main Street,Northbound N Main ST @ Nearside NE 8th AVE,15
721,NE 39th Ave WB Farside NE 15th St,Westbound NE 39th AVE @ Farside NE 15th ST,15
709,McCoy Court Apartments,Northbound NE 2nd ST @ Nearside NE 23rd AVE,15
255,NW 13th Street,Northbound NW 13th ST @ Farside NW 26th PL,15
706,Laundry Mart,Northbound NE 2nd ST @ Farside NE 16th AVE,15
719,Village Green Apartments,Northbound NE 15th ST @ Farside NE 31st AVE,15
716,NE 28th Avenue @ NE 15th Street,Northbound NE 15th ST @ Nearside NE 28th AVE,15
697,Masonic Temple,Northbound N Main ST @ Farside NE 2nd AVE,15
735,Rena's Ballroom,Westbound NW 23rd AVE @ Farside NW 6th ST,15
1206,Arlington Square Apartments,Northbound SE 3rd ST @ Nearside SE 2nd PL,15
710,Pointe 23 Apartments,Eastbound NE 23rd AVE @ Nearside NE 7th ST,15
728,Stephen Foster Elementary School,Southbound NW 6th ST @ Farside NW 39th Ave,15
714,Boulware Charter School,Eastbound NE 23rd AVE @ Nearside NE 14th ST,15
732,Oak Gate Condominiums,Southbound NW 6th ST @ Nearside NW 29th AVE,15
727,Oasis Carwash,Westbound NW 39th AVE @ Nearside NW 6th ST,15
720,Fearnside Family Services Center Northbound,Northbound NE 15th ST @ Nearside NE 39th AVE,15
725,Southeast Car Agency,Westbound NE 39th AVE @ Nearside NE 2nd WAY,15
701,CVS Pharmacy @ N Main Street,Northbound N Main ST @ Nearside NE 10th AVE,15
782,Sugar Hill,Northbound SE 20th PL @ Nearside SE 4th ST,16
133,Gainesville Housing Authority,Northbound SE 4th ST @ Farside SE 19th PL,16
789,Sun Bay Apartments,Westbound SW 16th AVE @ Farside SW 6th ST,16
1359,Gainesville Healthcare Center,Northbound SW 16th ST @ Nearside Circle of Hope,16
118,Shands Cancer Hospital,Eastbound SW Archer Rd Farside SW 16th St,16
786,Sweetwater on 16th Apartments Westbound,Westbound SE 16th AVE @ Farside SE Williston RD,16
794,Sai Quick Stop,Eastbound SW 16th AVE @ Farside SW 13th ST,16
796,Sun Bay Apartments,Eastbound SW 16th AVE @ Nearside SW 6th ST,16
775,Sweetwater on 16th Apartments,Eastbound SE 16th AVE @ Nearside Williston RD,16
774,Treehouse Village Apartments,Eastbound SE 16th AVE @ Farside S Main ST,16
776,Spring Hill Church,Northbound Williston RD @ Farside SE 1st ST,16
773,Arbor Park Apartments,Eastbound SW 16th AVE @ Farside SW 6th ST,16
1,Rosa Parks RTS Downtown Station,Northbound SE 3rd ST @ Nearside SE 3rd ST,16
796,Sun Bay Apartments,Eastbound SW 16th AVE @ Nearside SW 6th ST,17
794,Sai Quick Stop,Eastbound SW 16th AVE @ Farside SW 13th ST,17
1,Rosa Parks RTS Downtown Station,Northbound SE 3rd ST @ Nearside SE 3rd ST,17
788,Winn Dixie @ SW 16th Avenue,Westbound SW 16th AVE @ Nearside SW 6th ST,17
849,Hume Hall,Eastbound Museum RD @ Nearside Gale Lemerand DR,20
827,Lakewood Villas Apartments,Southbound SW 62nd BLVD @ Farside SW 52nd St,20
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,20
844,Maguire Field,Northbound Bledsoe DR @ Nearside Radio RD,20
824,Hampton Oaks Apartments,Southbound SW 62nd BLVD @ Farside NW 1st PL,20
825,Fairmont Oaks Apartments,Southbound SW 62nd BLVD @ Farside NW 4th PL,20
835,Kensington Apartments South,Eastbound SW 20th AVE @ Nearside SW 38th TER,20
838,34th St Plaza,Eastbound SW 20th AVE @ Nearside SW 34th ST,20
845,Lakeside,Eastbound Radio RD @ Nearside Museum RD,20
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,20
847,Corry Village,Northbound Museum RD @ Nearside Village DR,20
832,Liv Apartments,Eastbound SW 20th AVE @ Farside SW 42nd DR,20
837,Southwest Villas Apartments,Eastbound SW 20th AVE @ Nearside SW 37th WAY,20
171,Oaks Mall @ NW 62nd Blvd,Southbound NW 62nd ST @ Nearside NW 4th PL,20
828,Rockwood Villas Apartments,Southbound SW 62nd BLVD @ Nearside SW 9th PL,20
829,The District Apartments,Southbound SW 62nd BLVD @ Nearside SW 20th AVE,20
807,University Village South Apartments,Westbound Hull RD @ Nearside SW 34th ST,20
469,Commuter Lot Parking Garage @ Gale Lemerand,Northbound Gale Lemerand DR @ Farside Mowry RD,20
1136,Wilmot Gardens,Westbound Mowry RD @ Nearside Gale Lemerand DR,20
806,Southwest Recreation Center,Southbound Bledsoe DR @ Nearside Hull RD,20
797,Hume Hall,Westbound Museum RD @ Farside Gale Lemerand DR,20
813,Kensington Apartments North,Westbound SW 20th AVE @ Farside SW 38th TER,20
816,Canopy Apartments,Westbound SW 20th AVE @ Farside SW 43rd ST,20
802,Lakeside Apartments,Westbound Radio RD @ Farside Museum RD,20
800,Corry Village,Southbound Museum RD @ Farside Village DR,20
16,UF Health,Southbound Center DR @ Nearside Mowry RD,20
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,20
808,Hilton University of Florida Conference Center,Southbound SW 34th ST @ Nearside SW 19th AVE,20
818,The Woodlands Apartments,Northbound SW 62nd BLVD @ Farside SW 20th AVE,20
1135,Shands Visitor Parking,Westbound Mowry RD @ Farside Center DR,20
823,Hampton Oaks Apartments,Northbound SW 62nd BLVD @ Nearside NW 1st PL,20
804,Family Housing,Southbound Bledsoe DR @ Farside Radio RD,20
819,Rockwood Villas Apartments,Northbound SW 62nd BLVD @ Farside SW 9th PL,20
798,Sigma Alpha Epsilon,Westbound Museum RD @ Nearside Woodlawn DR,20
815,Circle K SW 20th Ave Westbound,Westbound SW 20th AVE @ Farside SW 42nd DR,20
803,UF Counseling and Wellness Center,Westbound Radio RD @ Nearside Bledsoe DR,20
822,Palm Garden of Gainesville,Northbound SW 62nd BLVD @ Nearside SW 4th PL,20
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,21
839,Florida Department Of Agriculture,Northbound SW 34th ST @ Farside SW 20th AVE,21
840,Hilton University of Florida Conference Center,Northbound SW 34th ST @ Nearside Hull RD,21
830,Cabana Beach Apartments,Eastbound SW 20th AVE @ Farside SW 52nd ST,21
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,21
841,Harn Museum,Eastbound Hull RD @ Farside Bledsoe DR,21
810,Campus USA,Westbound SW 20th AVE @ Farside SW 34th ST,21
811,Pinnacle Point Apartments,Westbound SW 20th AVE @ Farside SW 38th ST,21
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,21
806,Southwest Recreation Center,Southbound Bledsoe DR @ Nearside Hull RD,21
1351,Hailey Gardens,Northbound SW 43rd ST @ Nearside SW 22nd LN,21
1459,Kensington Apartments Eastside,Southbound SW 38th TER @ Farside SW 20th AVE,21
1275,Westbound Newberry Road @ Fort Clarke Boulevard,Westbound Newberry RD @ Nearside Fort Clarke BLVD,23
1099,SUBWAY@ Newberry RD,Westbound Newberry RD @ Nearside Oaks Mall,23
1278,Northbound Fort Clarke Boulevard @ Eagle Point,Northbound Fort Clarke BLVD @ Nearside NW 17th PL,23
1283,Ft Clarke Middle School,Northbound Fort Clarke BLVD @ Nearside NW 23rd AVE,23
1277,Legacy @ Fort Clarke Apartments,Northbound Fort Clarke BLVD @ Farside NW 15th PL,23
1372,Newberry Rd @ NW 75th,Westbound Newberry RD @ Nearside Tower RD,23
1100,West Newberry Rd Nearside NW 69th Ter,Westbound Newberry RD @ Nearside NW 69th TER,23
175,Oaks Mall SW 62nd Blvd,Northbound NW 62nd ST @ Nearside Newberry RD,23
1097,Oaks Mall,Eastbound Newberry RD @ Nearside Oaks Mall,23
1286,Legacy @ Fort Clarke Apartments,Southbound Fort Clarke BLVD @ Nearside NW 15th PL,23
1096,Oaks Square Complex,Eastbound Newberry RD @ Farside NW 69th TER,23
1280,Hidden Oak Elementary School,Southbound Fort Clarke BLVD @ Nearside NW 23rd AVE,23
1288,Eastbound Newberry Road @ Fort Clarke Boulevard,Eastbound Newberry RD @ Farside Fort Clarke BLVD,23
881,NE 49th AVE - Brittany Estates Neighborhood,Eastbound NE 49th AVE @ Farside Waldo RD,24
896,University of Florida Eastside Campus @ Waldo Road,Southbound Waldo RD @ Farside NE 21st PL,24
892,One Room School,Southbound NE 15th ST @ Nearside NE 39th AVE,24
917,Westbound SE 4th Avenue @ SE 8th Street,Westbound SE 4th AVE @ Nearside SE 8th ST,24
749,Village Green Apartments,Southbound NE 15th ST @ Farside NE 31st AVE,24
16,UF Health,Southbound Center DR @ Nearside Mowry RD,25
1367,Eastbound SE 2nd AVE @ SE 10th ST,Eastbound SE 2nd AVE @ Farside SE 10th ST,25
927,Ben Hill Griffin Stadium North End Zone,Southbound Gale Lemerand DR @ Farside W Universit*,25
1314,Bed and Breakfast District,Westbound SE 2nd AVE @ Farside SE 7th ST,25
1330,Alachua County Juvenile Detention,Westbound NE 39th AVE @ Farside Waldo RD,25
1318,GRACE Marketplace,Westbound NE 39th AVE @ Nearside Waldo RD,25
912,Kangaroo @ Waldo Road,Southbound Waldo RD @ Nearside E University AVE,25
1135,Shands Visitor Parking,Westbound Mowry RD @ Farside Center DR,25
1315,Super Wal-Mart @ Waldo Road,Northbound Waldo RD @ Farside NE 12th AVE,25
872,University of Florida Eastside Campus @ Waldo Road,Northbound Waldo RD @ Nearside NE 23rd AVE,25
1159,Phi Kappa Tau,Eastbound SW 2nd AVE @ Farside SW 13th ST,25
1290,Alachua County Courthouse,Eastbound SW 2nd AVE @ Nearside S Main ST,25
1313,Bed and Breakfast District,Eastbound SE 2nd AVE @ Nearside SE 7th ST,25
871,Family Worship Center,Northbound Waldo RD @ Farside NE 21st PL,25
1163,Sonny's Barbecue @ Waldo Road,Northbound Waldo RD @ Nearside NE 27th AVE,25
6,720 SW 2nd Ave,Westbound SW 2nd AVE @ Nearside SW 8th ST,25
1319,Gainesville Regional Airport Outbound,Westbound Airport Access RD @ Nearside NE 39th AVE,25
1320,Airport,Westbound Airport Access RD @ Farside NE 39th AVE,25
2,Hampton Inn Hotel,Westbound SE 2nd AVE @ Nearside SE 1st ST,25
1503,Southbound Metcalfe Elementary School,Southbound NE 15th ST @ Nearside NE 18th AVE,26
1319,Gainesville Regional Airport Outbound,Westbound Airport Access RD @ Nearside NE 39th AVE,26
1330,Alachua County Juvenile Detention,Westbound NE 39th AVE @ Farside Waldo RD,26
1320,Airport,Westbound Airport Access RD @ Farside NE 39th AVE,26
1318,GRACE Marketplace,Westbound NE 39th AVE @ Nearside Waldo RD,26
1234,NE Walmart Supercenter,Eastbound NE 12th AVE @ Farside Waldo RD,26
912,Kangaroo @ Waldo Road,Southbound Waldo RD @ Nearside E University AVE,26
917,Westbound SE 4th Avenue @ SE 8th Street,Westbound SE 4th AVE @ Nearside SE 8th ST,26
1430,NE 39th Ave @ Waldo Rd,Eastbound NW 39th AVE @ Nearside Waldo RD,26
619,Bartley Temple United Methodist Church,Northbound NE 19th ST @ Farside NE 8th AVE,26
857,Episcopal Children's Services Northbound,Northbound Waldo RD @ Nearside NE 8th AVE,26
851,Eastbound SE 4th Avenue @ SE 8th Street,Eastbound SE 4th AVE @ Nearside SE 8th ST,26
1428,FDOT Operations Center,Eastbound NW 39th AVE @ Nearside NE 52 ST,26
1329,Alachua County Juvenile Detention,Eastbound NE 39th AVE @ Farside Waldo RD,26
856,UF Health Family Medicine Eastside Northbound,Northbound Waldo RD @ Farside NE 5th AVE,26
877,Quick Mart @ NE 15th Street,Northbound NE 15th ST @ Nearside NE 39th AVE,26
715,Smokey Bear Park,Northbound NE 15th ST @ Farside NE 23rd AVE,26
1317,GRACE Marketplace,Eastbound NE 39th AVE @ Farside Waldo RD,26
838,34th St Plaza,Eastbound SW 20th AVE @ Nearside SW 34th ST,28
1352,Forest Park,Northbound SW 43rd ST @ Nearside SW 21st PL,28
1145,Fraternity Row II across Springs,Eastbound Fraternity Row @ Farside W Fraternity R*,28
802,Lakeside Apartments,Westbound Radio RD @ Farside Museum RD,28
1475,President's Park,Westbound SW 2nd Ave @ Nearside SW 23rd St,28
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,28
1271,Marchwood Townhomes,Southbound SW 43rd ST @ Farside SW 20th LN,28
800,Corry Village,Southbound Museum RD @ Farside Village DR,28
1483,aloft Hotel @ Hull Rd Eastbound,Eastbound Hull Rd Farside SW 37th St,33
1481,Cancer/Genetics Research Complex,Eastbound Mowry Rd @ Farside SW 23 Dr,33
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,33
1555,Pod @ Plaza Blvd Eastbound,Eastbound Plaza Blvd @ Farside SW 62nd Blvd,33
466,Forestry Field Lab/Plant Growth,Eastbound Mowry RD @ Farside Hull RD,33
1273,SW 38th Terr nearside SW 20th Ave,Northbound SW 38th Terrace @ SW 20th Avenue,33
841,Harn Museum,Eastbound Hull RD @ Farside Bledsoe DR,33
467,Cancer and Genetics Research,Eastbound Mowry RD @ Nearside Gale Lemerand DR,33
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,33
469,Commuter Lot Parking Garage @ Gale Lemerand,Northbound Gale Lemerand DR @ Farside Mowry RD,33
1253,Graham Hall,Northbound Gale Lemerand DR @ Farside Museum RD,33
1173,Cultural Plaza,Eastbound Hull RD @ Farside Bledsoe DR,33
1484,Varsity House Apartments @ SW 38th Ter,Northbound SW 38th TER @ Nearside Hull RD,33
1174,Lacrosse Field,Eastbound Hull RD @ Nearside Natural Area DR,33
957,Regency Oaks Apartments,Northbound SW 34th ST @ Farside Windmeadows BLVD,34
196,Pressly Stadium,Eastbound SW 2nd AVE @ Farside Woodlawn DR,34
453,Windsor Park Apartments,Northbound SW 27th ST @ Nearside SW 35th PL,34
958,34th Street Plaza,Northbound SW 34th ST @ Nearside SW 20th AVE,34
960,34th Street Wall,Northbound SW 34th ST @ Nearside SW 2nd Ave,34
450,Lexington Crossing Apartments,Northbound SW 27th ST @ Nearside SW 38th PL,34
454,Northbound SW 27th Street @ SW 35th Place,Northbound SW 27th ST @ Nearside SW 35th PL,34
953,Gainesville Place Apartments,Northbound Gainesville Place Apartments @ Farside*,34
195,University of Florida Law School,Eastbound SW 2nd AVE @ Farside SW 23rd ST,34
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,34
839,Florida Department Of Agriculture,Northbound SW 34th ST @ Farside SW 20th AVE,34
951,Southbound SW 26th Drive @ SW 40th Place,Southbound SW 26th DR @ Nearside SW 40th PL,34
950,Lexington Crossing Apartments,Southbound SW 27 PL @ Nearside SW 38th PL,34
942,34th Street Plaza,Southbound SW 34th ST @ Farside SW 20th AVE,34
947,Gainesville Place Apartments @ SW 35th Place,Eastbound SW 35th PL @ Farside SW 28th TER,34
1140,Southbound SW 27th Street @ SW 35th Place,Southbound SW 27th ST @ Farside SW 35th PL,34
943,Kelly's Kwik Stop,Southbound SW 34th ST @ Farside SW 24th AVE,34
936,Westgate Plaza,Westbound SW 2nd AVE @ Nearside SW 34th ST,34
150,University Lutheran Church,Westbound W University AVE @ Nearside NW 19th ST,34
934,Campus Church of Christ,Westbound SW 2nd AVE @ Farside SW 26th ST,34
654,Shands Hospital @ Davis Cancer Pavilion,Northbound Gale Lemerand DR @ Farside Archer RD,35
455,Casablanca East Apartments,Eastbound SW 35th PL @ Farside SW 27th TER,35
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,35
946,Victoria Station Apartments,Eastbound SW 35th PL @ Farside SW 32nd TER,35
457,Hickory Place Apartments,Eastbound SW 35th PL @ Nearside SW 23rd TER,35
462,University of Florida Energy Research,Northbound SW 23rd TER @ Nearside SW Archer RD,35
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,35
469,Commuter Lot Parking Garage @ Gale Lemerand,Northbound Gale Lemerand DR @ Farside Mowry RD,35
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,35
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,35
1192,Turlington Hall,Southbound Newell DR @ Farside Union RD,35
653,Shands Hospital @ Parking Garage 9,Northbound Gale Lemerand DR @ Nearside Archer RD,35
947,Gainesville Place Apartments @ SW 35th Place,Eastbound SW 35th PL @ Farside SW 28th TER,35
1253,Graham Hall,Northbound Gale Lemerand DR @ Farside Museum RD,35
945,Ridgemar Commons,Eastbound SW 35th PL @ Farside SW 32nd TER,35
652,Shands Hospital @ Helipad,Eastbound Shealy DR @ Farside Archer RD,35
460,Towne Parc Apartments,Northbound SW 23rd TER @ Farside SW 31st PL,35
39,The Bartram Apartments,Eastbound Archer RD @ Farside SW 23rd DR,35
461,University Club Apartments,Northbound SW 23rd TER @ Farside SW 28th PL,35
459,SW 23rd Terrace @ SW 35th Place,Northbound SW 23rd TER @ Farside SW 32nd PL,35
463,University Commons,Northbound SW 23rd TER @ Nearside Archer RD,35
485,Southwood Apartments,Southbound SW 23rd TER @ Farside SW 34 PL,35
484,Towne Parc Apartments,Southbound SW 23rd TER @ Nearside SW 31 PL,35
1139,Casablanca Apartments,Westbound SW 35th PL @ Nearside SW 27th ST,35
968,Campus Lodge Apartments,Westbound Williston RD @ Nearside SW 29Th Dr,35
971,US Post Office @ SW 34th Street,Northbound SW 34th ST @ Nearside SW 47th AVE,35
1213,Lexington Crossing Apartments,Southbound SW 27th ST @ Nearside SW 40th PL,35
1138,Arbor Apartments,Westbound SW 35th PL @ Farside SW 23rd TER,35
643,Ridgemar Apartments,Northbound SW 34th ST @ Nearside SW 35th AVE,35
967,Hunters Run Apartments,Westbound Williston RD @ Farside SW 25th TER,35
1137,Savannah Place Apartments,Westbound SW 35th PL @ Farside SW 23rd TER,35
637,Aspen Ridge Apartments,Northbound SW 34th ST @ Farside SW 37th BLVD,35
974,Dollar General,Northbound SW 34th ST @ Farside SW 42 PL,35
950,Lexington Crossing Apartments,Southbound SW 27 PL @ Nearside SW 38th PL,35
659,Shands Hospital @ Parking Garage 9,Southbound Gale Lemerand DR @ Farside Archer RD,35
949,Lexington Crossing Apartments,Southbound SW 27th ST @ Farside SW 35th PL,35
1542,The Polos Southwest Entrance,Eastbound SW 40th Pl. @ Nearside SW 25th Ter,35
482,University of Florida Energy Research,Southbound SW 23rd TER @ Farside Archer RD,35
16,UF Health,Southbound Center DR @ Nearside Mowry RD,35
660,Shands Hospital @ Helipad,Westbound Shealy DR @ Farside SW 16TH AVE,35
481,University Commons,Southbound SW 23rd TER @ Farside Archer RD,35
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,35
642,University Terrace Condominiums,Northbound SW 34th ST @ Nearside SW 39th BLVD,35
957,Regency Oaks Apartments,Northbound SW 34th ST @ Farside Windmeadows BLVD,36
1303,O2B Kids @ SW 37th BLVD,Northbound SW 39th BLVD @ Nearside Archer RD,36
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,36
636,Greenwich Green Apartments,Eastbound SW 37th BLVD @ Nearside SW 34th ST,36
1156,Windmeadows Apartments,Westbound Windmeadows BLVD @ Nearside SW 35th ST,36
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,36
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,36
654,Shands Hospital @ Davis Cancer Pavilion,Northbound Gale Lemerand DR @ Farside Archer RD,37
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,37
461,University Club Apartments,Northbound SW 23rd TER @ Farside SW 28th PL,37
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,37
945,Ridgemar Commons,Eastbound SW 35th PL @ Farside SW 32nd TER,37
1192,Turlington Hall,Southbound Newell DR @ Farside Union RD,37
459,SW 23rd Terrace @ SW 35th Place,Northbound SW 23rd TER @ Farside SW 32nd PL,37
643,Ridgemar Apartments,Northbound SW 34th ST @ Nearside SW 35th AVE,37
455,Casablanca East Apartments,Eastbound SW 35th PL @ Farside SW 27th TER,37
457,Hickory Place Apartments,Eastbound SW 35th PL @ Nearside SW 23rd TER,37
463,University Commons,Northbound SW 23rd TER @ Nearside Archer RD,37
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,37
462,University of Florida Energy Research,Northbound SW 23rd TER @ Nearside SW Archer RD,37
16,UF Health,Southbound Center DR @ Nearside Mowry RD,37
1138,Arbor Apartments,Westbound SW 35th PL @ Farside SW 23rd TER,37
484,Towne Parc Apartments,Southbound SW 23rd TER @ Nearside SW 31 PL,37
481,University Commons,Southbound SW 23rd TER @ Farside Archer RD,37
482,University of Florida Energy Research,Southbound SW 23rd TER @ Farside Archer RD,37
483,University Club Apartments,Southbound SW 23rd TER @ Nearside SW 31 PL,37
1303,O2B Kids @ SW 37th BLVD,Northbound SW 39th BLVD @ Nearside Archer RD,37
452,Gainesville Place Apartments @ SW 35th Place,Westbound SW 35th PL @ Nearside SW 28th TER,37
1300,HH Gregg @ SW 34th ST,Southbound SW 34th ST @ Farside SW 35th PL,37
1321,The Enclave Apartments,Westbound SW 35th PL @ Nearside SW 34th ST,37
1139,Casablanca Apartments,Westbound SW 35th PL @ Nearside SW 27th ST,37
1301,Stoneridge Apartments,Southbound SW 34th ST @ Nearside SW 39th BLVD,37
39,The Bartram Apartments,Eastbound Archer RD @ Farside SW 23rd DR,38
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,38
38,University Commons,Eastbound Archer RD @ Nearside SW 23rd TER,38
469,Commuter Lot Parking Garage @ Gale Lemerand,Northbound Gale Lemerand DR @ Farside Mowry RD,38
953,Gainesville Place Apartments,Northbound Gainesville Place Apartments @ Farside*,38
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,38
955,Gainesville Place Apartments,Northbound Old Archer RD @ Nearside SW 31st TER,38
1254,Gator Corner Dining Facility @ Gale Lemerand,Northbound Gale Lemerand DR @ Nearside Stadium RD,38
34,Radio Shack @ Archer Road,Eastbound Archer RD @ Farside SW 34th ST,38
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,38
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,38
1267,University Commons Apartments,Westbound Old Archer RD @ Farside SW 23rd TER,38
1268,Brandywine Apartments,Westbound Old Archer RD @ Farside SW 28th PL,38
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,38
16,UF Health,Southbound Center DR @ Nearside Mowry RD,38
1337,Gainesville Place,Southbound Gainesville Place Apartments @ Nearsid*,38
18,Shands Hospital @ Davis Cancer Pavilion,Westbound Archer RD @ Nearside Gale Lemerand DR,38
1516,Southbound Westwood Middle School,Southbound NW 34th St. @ Farside NW 15th Pl,40
195,University of Florida Law School,Eastbound SW 2nd AVE @ Farside SW 23rd ST,40
1512,Southbound NW 34th St. @ NW 7th Ave,Southbound NW 34th St. @ Nearside NW 7th Ave,40
1524,Southbound NW 34th St. @ NW 33rd Ln,Southbound NW 34th St. @ Nearside NW 33rd Ln,40
1531,Northbound NW 43rd St. @ NW 46th Ave,Northbound NW 43rd St. @ Nearside NW 46th Ave,40
1325,Division of Blind Services,Southbound NW 43rd ST @ Nearside NW 36th AVE,43
1470,Women's Club,Eastbound University Ave @ Farside NW 28th St,43
1004,Windsor Assisted Living,Northbound NW 83rd ST @ Farside NW 36th AVE,43
1010,Huntington Lakes Apartments,Eastbound NW 39th AVE @ Nearside NW 53rd ST,43
1471,Westgate Plaza,Eastbound University Ave @ Nearside Nw 33rd Ct,43
1013,Pine Woods Apartments,Eastbound NW 39th AVE @ Nearside NW 45th ST,43
1011,NW Grille Seafood,Eastbound NW 39th AVE @ Nearside NW 51st ST,43
1014,Allstate Insurance,Southbound NW 43rd ST @ Nearside NW 37th PL,43
1020,Southbound NW 43rd Street @ NW 19th Avenue,Southbound NW 43rd ST @ Nearside NW 19th AVE,43
1024,Landmark Woods Neighborhood,Southbound NW 43rd ST @ Farside NW 12th AVE,43
