stop_id,stop_name,stop_desc,route_id
1025,Landmark Woods Neighborhood,Southbound NW 43rd ST @ Nearside NW 9th PL,43
1469,Eastbound University Avenue @ SW 23rd DR,Eastbound W University AVE @ Nearside SW 23rd Dr,43
444,University Housing Office,Southbound SW 13th ST @ Nearside Diamond RD,43
199,Keene Flint Hall,Eastbound W University AVE @ Farside Buckman DR,43
188,Regal Royal Park Stadium 16,Eastbound Newberry RD @ Farside SW 38th ST,43
1015,Southbound NW 43rd Street @ NW 33rd Court,Southbound NW 43rd ST @ Nearside NW 33rd CT,43
1018,CVS @ Millhopper,Southbound NW 43rd ST @ Nearside NW 23rd AVE,43
989,Pinewood Apartments,Westbound NW 39th AVE @ Farside NW 43rd ST,43
157,West Gate Shopping Center,Westbound W University AVE @ Nearside NW 32nd ST,43
152,Hillel at the University of Florida,Westbound W University AVE @ Farside NW 20th DR,43
996,Emerald Woods Neighborhood,Westbound NW 39th AVE @ Nearside NW 59th ST,43
992,Tire Plus @ NW 39th Avenue,Westbound NW 39th AVE @ Nearside NW 51st ST,43
980,NW 14th Place @ NW 43rd Street,Northbound NW 43rd ST @ Nearside NW 14th PL,43
153,Westbound University Avenue @ NW 22nd Street,Westbound W University AVE @ Nearside NW 22nd ST,43
994,Faith Presbyterian Church,Westbound NW 39th AVE @ Farside NW 53rd ST,43
148,Smathers Library,Westbound W University AVE @ Nearside NW 16th ST,43
986,Bank of America @ NW 43rd Street,Northbound NW 43rd ST @ Nearside NW 27th LN,43
977,Millennium Center,Northbound NW 43rd ST @ Farside Newberry RD,43
446,UF Health Archer Road,Westbound Archer RD @ Farside SW 16th ST,43
360,Norman Field,Northbound SW 13th ST @ Farside SW 8th AVE,43
660,Shands Hospital @ Helipad,Westbound Shealy DR @ Farside SW 16TH AVE,43
993,Huntington Lakes Apartments,Westbound NW 39th AVE @ Farside NW 53rd ST,43
985,Thorn Brook Shops,Northbound NW 43rd ST @ Farside NW 16th BLVD,43
995,Summer Creek Neighborhood,Westbound NW 39th AVE @ Nearside NW 64th ST,43
979,Landmark Woods Neighborhood,Northbound NW 43rd ST @ Nearside NW 12th AVE,43
147,Target Copy @ W University Avenue,Westbound W University AVE @ Nearside SW 14th ST,46
148,Smathers Library,Westbound W University AVE @ Nearside NW 16th ST,46
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,46
927,Ben Hill Griffin Stadium North End Zone,Southbound Gale Lemerand DR @ Farside W Universit*,46
1192,Turlington Hall,Southbound Newell DR @ Farside Union RD,46
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,46
1290,Alachua County Courthouse,Eastbound SW 2nd AVE @ Nearside S Main ST,46
1079,Westbound SW 8th Avenue @ SW 70th Terrace,Westbound SW 8th AVE @ Farside SW 70th TER,75
1063,Linton Oaks Neighborhood,Southbound SW 61st ST @ Nearside SW 20th AVE,75
1065,Tower Oaks Glenn Apartments,Westbound SW 24th AVE @ Farside SW 19th CT,75
1084,Reflections Apartments,Northbound SW 75th ST @ Nearside SW 1st PL,75
1252,Gainesville Council on Aging,Westbound Archer RD @ Farside SW 47th ST,75
1046,Tower Village Apartments,Northbound SW 75th ST @ Nearside SW 45th PL,75
1067,Carriage House Lane,Westbound SW 24th AVE @ Nearside SW 73rd TER,75
1068,CVS Pharmacy @ SW 75th Street,Northbound SW 75th ST @ Farside SW 24th AVE,75
1083,Cricket Club Apartments,Northbound SW 75th ST @ Farside SW 8th AVE,75
1087,Pine Meadow Apartments,Eastbound W University AVE @ Farside SW 75th ST,75
1044,Kanapaha Middle School,Northbound SW 75th ST @ Farside SW 51st BLVD,75
1055,Split Rock Conservation Area,Eastbound SW 24th AVE @ Farside SW 61st ST,75
1250,Celebration Pointe at Archer Rd,Westbound Archer Rd Nearside SW 43rd St,75
1081,Sparrow Apartments,Westbound SW 8th AVE @ Farside SW 75th ST,75
1096,Oaks Square Complex,Eastbound Newberry RD @ Farside NW 69th TER,75
1035,Kanapaha Botanical Gardens,Westbound Archer RD @ Nearside SW 56th TER,75
1057,Linton Oaks Neighborhood @ SW 61st Street,Northbound SW 61st ST @ Farside SW 10th PL,75
1097,Oaks Mall,Eastbound Newberry RD @ Nearside Oaks Mall,75
1074,Holly Heights,Northbound SW 70th TER @ Nearside SW 6th PL,75
1043,Asbury Park Apartments,Northbound SW 75th ST @ Nearside SW 53rd PL,75
1034,Madison Cove Apartments,Westbound Archer RD @ Nearside SW 56th TER,75
1064,Treebecka Park Apts,Westbound SW 20th AVE @ Farside SW 61st ST,75
175,Oaks Mall SW 62nd Blvd,Northbound NW 62nd ST @ Nearside Newberry RD,75
1119,CROM Equipment Rentals,Eastbound Archer RD @ Farside SW 69th TER,75
1121,SunState,Eastbound Archer RD @ Nearside SW 63rd BLVD,75
1058,Linton Oaks,Northbound SW 61st ST @ Nearside SW 8th PL,75
1078,Gordon Manor Neighborhood,Eastbound SW 67th TER @ Nearside SW 8th AVE,75
1113,Tower Village,Southbound SW 75th ST @ Farside SW 45th PL,75
1114,Haile Plantation Neighborhood,Southbound SW 75th ST @ Farside SW 46th BLVD,75
1066,KISS 105.3 FM Station,Westbound SW 24th AVE @ Farside SW 70th TER,75
1106,The Woodlands Neighborhood,Southbound SW 75th ST @ Farside SW 10th PL,75
1053,Infinite Energy,Eastbound SW 24th AVE @ Farside SW 70th TER,75
1061,Linton Oaks Neighborhood @ SW 63rd Terrace,Northbound SW 63rd TER @ Nearside SW 8th AVE,75
1125,Hailey Forest Condominiums,Eastbound Archer RD @ Farside SW 50th ST,75
1054,Tower Oaks Glenn Apartments,Eastbound SW 24th AVE @ Farside SW 19th CT,75
1098,North Florida Regional Medical Center,Westbound Newberry RD @ Nearside NW 66th ST,75
1305,Best Buy @ Butler Plaza,Northbound SW 37th BLVD @ Nearside Windmeadows BL*,75
1059,Linton Oaks Neighborhood @ SW 64th Terrace,Southbound SW 64th TER @ Farside SW 8th AVE,75
1100,West Newberry Rd Nearside NW 69th Ter,Westbound Newberry RD @ Nearside NW 69th TER,75
848,Lake Alice Field,Eastbound Museum RD @ Farside Fraternity DR,118
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,118
1253,Graham Hall,Northbound Gale Lemerand DR @ Farside Museum RD,118
1174,Lacrosse Field,Eastbound Hull RD @ Nearside Natural Area DR,118
858,Lakeside Housing Complex,Northbound Museum RD @ Nearside Radio RD,118
849,Hume Hall,Eastbound Museum RD @ Nearside Gale Lemerand DR,118
1254,Gator Corner Dining Facility @ Gale Lemerand,Northbound Gale Lemerand DR @ Nearside Stadium RD,118
1183,Cultural Plaza,Eastbound Hull RD @ Farside Bledsoe DR,118
1185,Microbiology/Cell Science Building,Northbound Museum RD @ Farside Radio Rd,118
798,Sigma Alpha Epsilon,Westbound Museum RD @ Nearside Woodlawn DR,118
801,UF Bat Houses,Southbound Museum RD @ Nearside Radio RD,118
1153,Tolbert Residence Hall,Southbound Gale Lemerand DR @ Farside Stadium RD,118
1186,Lakeside Residential Building,Southbound Museum RD @ Farside Radio RD,118
1154,Graham Hall,Southbound Gale Lemerand DR @ Nearside Museum RD,118
1187,Microbiology/Cell Science Building,Southbound Museum RD @ Nearside Radio RD,118
847,Corry Village,Northbound Museum RD @ Nearside Village DR,119
844,Maguire Field,Northbound Bledsoe DR @ Nearside Radio RD,119
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,119
926,Leigh Hall,Northbound Buckman DR @ Nearside W University AVE,119
1133,Fraternity Row at West Fraternity Drive,Westbound Fraternity Row @ Nearside W Fraternity *,119
1190,Family Housing,Southbound Family Housing @ Farside Bledsoe DR,119
800,Corry Village,Southbound Museum RD @ Farside Village DR,119
1253,Graham Hall,Northbound Gale Lemerand DR @ Farside Museum RD,122
1197,Webb Livestock Pavilion,Southbound Shealy DR @ Farside SW 16th AVE,122
446,UF Health Archer Road,Westbound Archer RD @ Farside SW 16th ST,122
1135,Shands Visitor Parking,Westbound Mowry RD @ Farside Center DR,122
1136,Wilmot Gardens,Westbound Mowry RD @ Nearside Gale Lemerand DR,122
666,Health Science Center Administration,Southbound SW 16th ST @ Nearside SW 16th AVE,122
1241,Newell Hall across Hub,Westbound Stadium RD @ Farside Buckman DR,122
1412,College Park @ NW 5th AVE,Westbound NW 5th AVE @ Nearside NW 15th ST,122
1179,Pressly Softball Stadium,Westbound Hull RD @ Farside Natural Area DR,122
465,Campus Edge Condominiums,Northbound SW 23rd DR @ Nearside Hull RD,122
845,Lakeside,Eastbound Radio RD @ Nearside Museum RD,125
1144,Fraternity Row,Northbound Fraternity Row @ Farside Museum RD,125
846,Lakeside Residential Complex,Eastbound Radio RD @ Nearside Museum RD,125
927,Ben Hill Griffin Stadium North End Zone,Southbound Gale Lemerand DR @ Farside W Universit*,125
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,125
16,UF Health,Southbound Center DR @ Nearside Mowry RD,125
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,125
842,Southwest Recreation Center,Northbound Bledsoe DR @ Farside Hull RD,125
1180,Southwest Recreation Center,Westbound Hull RD @ Nearside Bledsoe DR,125
1186,Lakeside Residential Building,Southbound Museum RD @ Farside Radio RD,125
1326,UF Counseling and Wellness Center,Eastbound Radio RD @ Farside Bledsoe DR,125
844,Maguire Field,Northbound Bledsoe DR @ Nearside Radio RD,125
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,125
1187,Microbiology/Cell Science Building,Southbound Museum RD @ Nearside Radio RD,125
148,Smathers Library,Westbound W University AVE @ Nearside NW 16th ST,126
1324,Sorority Row,Northbound SW 11th ST @ Nearside SW 8th AVE,126
1179,Pressly Softball Stadium,Westbound Hull RD @ Farside Natural Area DR,126
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,126
1136,Wilmot Gardens,Westbound Mowry RD @ Nearside Gale Lemerand DR,126
147,Target Copy @ W University Avenue,Westbound W University AVE @ Nearside SW 14th ST,126
801,UF Bat Houses,Southbound Museum RD @ Nearside Radio RD,126
844,Maguire Field,Northbound Bledsoe DR @ Nearside Radio RD,126
469,Commuter Lot Parking Garage @ Gale Lemerand,Northbound Gale Lemerand DR @ Farside Mowry RD,126
1238,Sorority Row,Northbound SW 11th ST @ Nearside E Panhellenic DR,126
845,Lakeside,Eastbound Radio RD @ Nearside Museum RD,126
966,Weimer Hall,Eastbound Stadium RD @ Farside Gale Lemerand DR,126
1159,Phi Kappa Tau,Eastbound SW 2nd AVE @ Farside SW 13th ST,126
846,Lakeside Residential Complex,Eastbound Radio RD @ Nearside Museum RD,126
1248,Parkside II Apartments,Westbound Depot AVE @ Nearside SW 11th ST,126
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,126
199,Keene Flint Hall,Eastbound W University AVE @ Farside Buckman DR,126
148,Smathers Library,Westbound W University AVE @ Nearside NW 16th ST,127
147,Target Copy @ W University Avenue,Westbound W University AVE @ Nearside SW 14th ST,127
1324,Sorority Row,Northbound SW 11th ST @ Nearside SW 8th AVE,127
927,Ben Hill Griffin Stadium North End Zone,Southbound Gale Lemerand DR @ Farside W Universit*,127
361,Norman Hall,Northbound SW 13th ST @ Nearside SW 5th AVE,127
199,Keene Flint Hall,Eastbound W University AVE @ Farside Buckman DR,127
1159,Phi Kappa Tau,Eastbound SW 2nd AVE @ Farside SW 13th ST,127
1209,Oxford Terrace Apartments,Southbound SW 9th ST @ Nearside SW Depot AVE,127
200,Anderson Hall,Eastbound W University AVE @ Nearside NW 15th ST,127
1327,Eastbound SW 7th AVE @ SW 12th ST,Eastbound SW 7th AVE @ Farside SW 12th ST,127
1238,Sorority Row,Northbound SW 11th ST @ Nearside E Panhellenic DR,127
9,Campus USA Bank,Southbound SW 12th ST @ Farside SW 4th AVE,127
571,Northbound NE 24th Street @ NE 8th Avenue,Eastbound NE 8th AVE @ Nearside NE 24th ST,711
309,Alachua County Sheriff's Office,Eastbound Hawthorne RD @ Nearside SE 27th ST,711
1234,NE Walmart Supercenter,Eastbound NE 12th AVE @ Farside Waldo RD,711
1,Rosa Parks RTS Downtown Station,Northbound SE 3rd ST @ Nearside SE 3rd ST,711
1553,Health Department,Southbound SE 24th ST @ Farside SE 2nd AVE,711
326,Eastwood Meadows,Northbound SE 44th ST @ Farside SE 10th PL,711
561,Eastbound NE 8th Avenue @ NE 11th Street,Eastbound NE 8th AVE @ Farside NE 11th ST,711
557,Northbound NE 9th Street @ NE 3rd Avenue,Northbound NE 9th ST @ Farside NE 3rd AVE,711
558,Northbound NE 9th Street @ NE 5th Avenue,Northbound NE 9th ST @ Nearside NE 5th AVE,711
313,Lana's Place,Eastbound SE 21st AVE @ Nearside SE 28 DR,711
562,Sunny Food Mart,Eastbound NE 8th AVE @ Nearside NE 12th ST,711
568,Mount Zion Church of God,Southbound NE 19th ST @ Nearside NE 8th AVE,711
553,Downtown Library,Northbound SE 3rd ST @ Nearside E University AVE,711
312,Durelle Heights Neighborhood,Southbound SE 27th ST @ Farside SE 18th AVE,711
597,Sunrise Store @ SE 43rd Street,Northbound SE 43rd ST @ Nearside E University AVE,711
608,Northbound NE 25th Street @ NE 6th Avenue,Northbound NE 25th ST @ Farside NE 6th AVE,711
614,Southbound NE 24th Street @ NE 8th Avenue,Southbound NE 24th ST @ Nearside NE 8th AVE,711
1239,Caroline Manor Affordable Housing,Westbound E University AVE @ Nearside NE 25th ST,711
618,Duval Elementary School,Westbound NE 8th AVE @ Nearside NE 21st ST,711
612,Westbound NE 12th Avenue @ NE 24th Terrace,Westbound NE 12th AVE @ Nearside NE 24th TER,711
632,Florida School of Traditional Midwifery,Westbound E University AVE @ Farside NE 8th ST,711
617,Westbound NE 8th Avenue @ NE 23nd Street,Westbound NE 8th AVE @ Farside NE 23nd ST,711
1240,Northbound NE 25th Street @ NE 3rd Place,Northbound NE 25th ST @ Nearside NE 3rd PL,711
619,Bartley Temple United Methodist Church,Northbound NE 19th ST @ Farside NE 8th AVE,711
1476,McDonalds,Westbound NW 39th Ave @ Nearside NW 92nd Ct,800
1507,UF & Shands at Springhill,Westbound NW 39th Ave Farside NW 83rd St,800
1582,Fifield PNR,Memorial Rd @ PNR Lot,121
1482,Lake Alice Conservation Area,Westbound Mowry Rd @ Nearside SW 23 Dr,121
477,Cancer & Genetics Research Center,Westbound Mowry RD @ Farside Gale Lemerand DR,121
1184,Weed Science Building,Northbound Museum RD @ Farside Hull RD,121
1192,Turlington Hall,Southbound Newell DR @ Farside Union RD,121
478,IFAS Lab,Westbound Mowry RD @ Farside Hull RD,121
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,121
1135,Shands Visitor Parking,Westbound Mowry RD @ Farside Center DR,121
1187,Microbiology/Cell Science Building,Southbound Museum RD @ Nearside Radio RD,121
1253,Graham Hall,Northbound Gale Lemerand DR @ Farside Museum RD,121
466,Forestry Field Lab/Plant Growth,Eastbound Mowry RD @ Farside Hull RD,121
468,Parking & Transportation Services,Northbound Gale Lemerand DR @ Farside Mowry RD,121
469,Commuter Lot Parking Garage @ Gale Lemerand,Northbound Gale Lemerand DR @ Farside Mowry RD,121
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,25
848,Lake Alice Field,Eastbound Museum RD @ Farside Fraternity DR,20
846,Lakeside Residential Complex,Eastbound Radio RD @ Nearside Museum RD,20
1326,UF Counseling and Wellness Center,Eastbound Radio RD @ Farside Bledsoe DR,20
842,Southwest Recreation Center,Northbound Bledsoe DR @ Farside Hull RD,20
841,Harn Museum,Eastbound Hull RD @ Farside Bledsoe DR,20
859,Cabana Beach Apartments,Westbound SW 52nd BLVD @ Nearside SW 20th AVE,20
839,Florida Department Of Agriculture,Northbound SW 34th ST @ Farside SW 20th AVE,20
172,Oaks Mall SW 62nd Blvd,Southbound NW 62nd ST @ Farside NW 1st PL,20
830,Cabana Beach Apartments,Eastbound SW 20th AVE @ Farside SW 52nd ST,20
1136,Wilmot Gardens,Westbound Mowry RD @ Nearside Gale Lemerand DR,33
1493,Butler Plaza Transfer Station,Westbound SW 30th Place @ Farside SW 42nd Street,33
1489,Village Point 4,Westbound Hull RD @ Nearside SW 38th TER,33
1554,Pod @ Plaza Blvd Westbound,Westbound Plaza Blvd @ Nearside SW 62nd Blvd,33
478,IFAS Lab,Westbound Mowry RD @ Farside Hull RD,33
1459,Kensington Apartments Eastside,Southbound SW 38th TER @ Farside SW 20th AVE,33
1193,Rawlings Hall,Southbound Newell DR @ Nearside McCarty DR,33
1180,Southwest Recreation Center,Westbound Hull RD @ Nearside Bledsoe DR,33
1181,UF Orthopaedics Institute,Westbound Hull RD @ Farside SW 34th ST,33
1482,Lake Alice Conservation Area,Westbound Mowry Rd @ Nearside SW 23 Dr,33
1135,Shands Visitor Parking,Westbound Mowry RD @ Farside Center DR,33
477,Cancer & Genetics Research Center,Westbound Mowry RD @ Farside Gale Lemerand DR,33
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,33
1192,Turlington Hall,Southbound Newell DR @ Farside Union RD,33
1179,Pressly Softball Stadium,Westbound Hull RD @ Farside Natural Area DR,33
1177,Fifield Hall,Westbound Hull RD @ Farside Mowry RD,33
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,150
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,150
523,Shenandoah Neighborhood,Eastbound NW 23rd AVE @ Farside NW 77th TER,76
515,Hickory Woods Neighborhood,Westbound NW 23rd AVE @ Nearside NW 68th TER,76
3,Westbound SW 2nd Avenue @ SW 2nd Street,Westbound SW 2nd AVE @ Nearside SW 2nd ST,1
1492,Butler Plaza,Westbound Windmeadows Blvd @ Nearside SW 62nd Blvd,1
20,Mt Vernon Apartments,Westbound Archer RD @ Nearside SW 23rd DR,1
1500,NE 15th St @ NE 7th Ave,Southbound NE 15th St @ Nearside NE 7th Ave,2
568,Mount Zion Church of God,Southbound NE 19th ST @ Nearside NE 8th AVE,2
129,McPherson Recreational Center,Southbound SE 15th ST @ Nearside SE 22nd AVE,2
125,Westbound SE 12th Avenue @ SE 18th Terrace,Westbound SE 12th AVE @ Nearside SE 18th TER,2
357,SE 7th Avenue @ SE 10th Terrace,Westbound SE 7th AVE @ Farside SE 10th TER,2
300,Fast Eddie's Restaurant,Northbound SE 15th ST @ Nearside SE 1st AVE,2
76,Prairie View Elementary School,Northbound SE 15th ST @ Nearside SE 35th AVE,2
89,Lincoln Estate Neighborhood,Eastbound SE 12th AVE @ Nearside SE 19th TER,2
82,McPherson Recreational Center,Northbound SE 15th ST @ Farside SE 22nd AVE,2
291,Eastbound SE 7th Avenue @ SE 8th Street,Eastbound SE 7th AVE @ Nearside SE 8th ST,2
87,Lincoln Estate Neighborhood,Eastbound SE 12th AVE @ Farside SE 17th TER,2
1453,St. Patrick Catholic Church,Westbound NE 16th AVE @ Nearside NE 2 ST,3
1466,NE 18th St @ NE 8th Ave,Northbound NE 18th ST @ Nearside NE 8th Ave,3
762,Midas @ N Main Street,Southbound N Main ST @ Farside NE 16th AVE,3
132,Westbound SE 22nd Avenue @ SE 12th Street,Westbound SE 22nd AVE @ Farside SE 12th ST,3
133,Gainesville Housing Authority,Northbound SE 4th ST @ Farside SE 19th PL,3
182,Gainesville Health & Fitness,Eastbound Newberry RD @ Nearside NW 48th BLVD,5
189,SW 2nd AVE and SW 36th TER - CIL,Eastbound SW 2nd AVE @ Nearside SW 36th ST,5
200,Anderson Hall,Eastbound W University AVE @ Nearside NW 15th ST,5
199,Keene Flint Hall,Eastbound W University AVE @ Farside Buckman DR,5
1,Rosa Parks RTS Downtown Station,Northbound SE 3rd ST @ Nearside SE 3rd ST,5
207,Alachua County Office of the State Attorney,Eastbound W University AVE @ Nearside SW 1st ST,5
1473,Fire Station,Westbound SW 2nd Ave @ Farside SW 36th St,5
936,Westgate Plaza,Westbound SW 2nd AVE @ Nearside SW 34th ST,5
142,Seagle Building,Westbound W University AVE @ Farside W 3rd ST,5
223,NW 6th St NW 23rd Ave,Northbound NW 6th ST @ Nearside NW 22nd AVE,6
737,NW 23rd Avenue @ NW 12th St,Westbound NW 23rd AVE @ Farside NW 12th ST,6
270,Santa Fe College Charles L. Blount Center,Northbound NW 6th ST @ Nearside NW 5th AVE,6
4,The Continuum,Westbound SW 2nd AVE @ Nearside SW 6th ST,6
218,Bailey Village Assisted Living,Northbound NW 6th ST @ Farside NW 13th ST,6
209,Alachua County Courthouse,Northbound S Main ST @ Nearside SW 2nd AVE,6
238,CVS @ NW 13th Street,Southbound NW 13th ST @ Farside NW 41st AVE,6
276,NW 6th ST at NW 19th LN (Hand N' Hand Childcare),Southbound NW 6th ST @ Nearside NW 19th LN,6
399,The Home Depot @ NW 53rd Avenue,Eastbound NW 53rd AVE @ Nearside NW 13th ST,6
282,Greater Bethel African Methodist Episcopal Church,Southbound NW 6th ST @ Farside NW 6th AVE,6
242,McDonald's @ NW 13th Street,Southbound NW 13th ST @ Nearside NW 29th AVE,6
1223,Forest Meadows Funeral Home,Eastbound NW 23rd TER @ Nearside NW 6th ST,6
288,Alachua County Courthouse,Southbound S Main ST @ Farside SE 2nd PL,6
278,Atlantic Design,Southbound NW 6th ST @ Farside NW 16th AVE,6
241,Grace Presbyterian Church,Southbound NW 13th ST @ Nearside NW 31st AVE,6
1504,PPG Paints Store,Southbound NW 6th ST @ Nearside University Avenue,6
403,Kangaroo Gas @ NW 34th Street,Southbound NW 34th ST @ Nearside NW 23rd TER,6
240,Tires Plus @ NW 13th Street,Southbound NW 13th ST @ Nearside NW 33rd AVE,6
1222,Hearing Aid Gainesville,Eastbound NW 23rd TER @ Nearside NW 10th ST,6
303,Alachua County School Board Administration Annex,Eastbound E University AVE @ Farside SE 18th ST,7
306,Eastbound University Avenue @ SE 24th Street,Eastbound E University AVE @ Nearside SE 24th ST,7
325,The Glades,Northbound SE 43rd ST @ Nearside SE 10th PL,7
292,The Cotton Club,Eastbound SE 7th AVE @ Nearside SE 9th ST,7
357,SE 7th Avenue @ SE 10th Terrace,Westbound SE 7th AVE @ Farside SE 10th TER,7
342,Alachua County Sheriffs Department,Westbound Hawthorne RD @ Farside SE 25th TER,7
102,Health Department,Northbound SE 24th ST @ Nearside SE 2nd AVE,7
346,Westbound E University Avenue @ SE 21st Street,Westbound E University AVE @ Nearside SE 21st ST,7
113,Southbound SE 15th Street @ SE 7th Avenue,Southbound SE 15th ST @ Nearside SE 7th AVE,7
359,Westbound SE 7th Avenue @ SE 8th Street,Westbound SE 7th AVE @ Farside SE 8th ST,7
311,Southbound SE 27th Street @ SE 15th Avenue,Southbound SE 27th ST @ Farside SE 15th AVE,7
1359,Gainesville Healthcare Center,Northbound SW 16th ST @ Nearside Circle of Hope,8
422,Uptown Village Apartments,Eastbound NW 39th AVE @ Farside NW 24th BLVD,8
420,First Assembly Church,Eastbound NW 39th AVE @ Nearside NW 29th TER,8
362,Social 28 Apartments,Northbound SW 13th ST @ Nearside SW 3rd AVE,8
118,Shands Cancer Hospital,Eastbound SW Archer Rd Farside SW 16th St,8
376,Cobblestone Apartments,Westbound NW 23rd AVE @ Nearside NW 28th CIR,8
385,Equilease Square,Westbound NW 39th AVE @ Nearside NW 22nd DR,8
1168,Northwood Oaks Neighborhood,Northbound NW 34th ST @ Farside NW 54th AVE,8
387,Walnut Creek Neighborhood,Westbound NW 39th AVE @ Farside NW 25th TER,8
363,Kangaroo @ SW 13th Street,Northbound SW 13th ST @ Nearside W University AVE,8
379,Northbound NW 21st Avenue @ NW 33rd Avenue,Northbound NW 21st ST @ Nearside NW 33rd AVE,8
378,Misty Oaks Apartments,Northbound NW 21st ST @ Farside NW 31st ST,8
396,Barnhill Clinic,Northbound NW 34th ST @ Nearside NW 29th ST,8
405,Pine Ridge Apartments,Northbound NW 23rd TER @ Nearside NW 25th TER,8
1481,Cancer/Genetics Research Complex,Eastbound Mowry Rd @ Farside SW 23 Dr,9
463,University Commons,Northbound SW 23rd TER @ Nearside Archer RD,9
464,Mt Vernon Apartments @ SW 23rd Drive,Northbound SW 23rd DR @ Farside Archer RD,9
925,The HUB,Eastbound Stadium RD @ Nearside Buckman DR,9
473,Reitz Union,Southbound McCarty DR @ Nearside Museum RD,9
461,University Club Apartments,Northbound SW 23rd TER @ Farside SW 28th PL,9
16,UF Health,Southbound Center DR @ Nearside Mowry RD,9
482,University of Florida Energy Research,Southbound SW 23rd TER @ Farside Archer RD,9
478,IFAS Lab,Westbound Mowry RD @ Farside Hull RD,9
490,The Polos Apartments,Westbound Williston RD @ Farside SW 23rd ST,9
507,Capital City Bank @ NW 16th Boulevard,Westbound NW 16th BLVD @ Nearside NW 41st ST,10
368,LifeSouth Community Blood Center @ NW 13th Street,Northbound NW 13th ST @ Nearside NW 14th AVE,10
517,Shenandoah Neighborhood,Westbound NW 23rd AVE @ Nearside NW 77th TER,10
512,Northwest Baptist Church,Westbound NW 23rd AVE @ Nearside NW 55th ST,10
516,Quail Ridge Neighborhood,Westbound NW 23rd AVE @ Nearside NW 71st ST,10
498,NW 24th St @ NW 16th Avenue,Westbound NW 16th AVE @ Nearside NW 24th ST,10
505,B'Nai Israel School & Day Care,Westbound NW 16th BLVD @ Farside NW 38th TER,10
366,University House Apartments,Northbound NW 13th ST @ Farside NW 7th AVE,10
504,NW 16th Boulevard @ NW 37th Boulevard,Westbound NW 16th BLVD @ Farside NW 37th BLVD,10
249,NW 16th Ave NW 13th St,Westbound NW 16th AVE @ Farside NW 13th ST,10
532,Floral Expressions,Eastbound NW 23rd AVE @ Nearside NW 43rd ST,10
434,Direct Auto Insurance,Southbound NW 13th ST @ Farside NW 14th AVE,10
533,NW 23rd Ave NW 43rd St,Eastbound NW 16th BLVD @ Nearside NW 43rd ST,10
204,Innovation Square North,Eastbound W University AVE @ Nearside SW 7th ST,10
544,Eastbound NW 16th Avenue @ NW 20th Way,Eastbound NW 16th AVE @ Nearside NW 20th WAY,10
438,The Gate Food Store @ NW 13th Street,Southbound NW 13th ST @ Nearside NW 5th AVE,10
205,The Continuum,Eastbound W University AVE @ Farside W 6th ST,10
538,Covenant Church,Eastbound NW 16th AVE @ Nearside NW 31st TER,10
531,Eastbound NW 23rd Avenue @ NW 46th Street,Eastbound NW 23rd AVE @ Nearside NW 46th ST,10
524,Quail Ridge Neighborhood,Eastbound NW 23rd AVE @ Nearside NW 71st ST,10
207,Alachua County Office of the State Attorney,Eastbound W University AVE @ Nearside SW 1st ST,10
521,Santa Fe College,Eastbound NW South RD @ Nearside NW 83rd ST,10
1235,NE Walmart Supercenter,Westbound NE 12th AVE @ Nearside Waldo RD,11
598,Eastside Plaza,Westbound E University AVE @ Farside SE 39th ST,11
609,Mt Carmel Baptist Church,Northbound NE 25th ST @ Nearside NE 8th AVE,11
618,Duval Elementary School,Westbound NE 8th AVE @ Nearside NE 21st ST,11
617,Westbound NE 8th Avenue @ NE 23nd Street,Westbound NE 8th AVE @ Farside NE 23nd ST,11
1560,Eastwood Meadows,Northbound SE 44th ST @ Farside SE 10th PL,11
563,Jones Edmunds,Eastbound NE 8th AVE @ Farside NE 13th ST,11
558,Northbound NE 9th Street @ NE 5th Avenue,Northbound NE 9th ST @ Nearside NE 5th AVE,11
555,Eastbound E University Avenue @ SE 8th Street,Eastbound E University AVE @ Nearside SE 8th ST,11
569,Duval Elementary School,Eastbound NE 8th AVE @ Farside NE 20th ST,11
571,Northbound NE 24th Street @ NE 8th Avenue,Eastbound NE 8th AVE @ Nearside NE 24th ST,11
560,Northbound NE 9th Street @ NE 8th Avenue,Northbound NE 9th ST @ Nearside NE 8th AVE,11
596,Lake Forest Elementary School,Northbound SE 43rd ST @ Nearside SE 4th AVE,11
627,Southbound NE 9th Street @ NE 7th Avenue,Southbound NE 9th ST @ Nearside NE 7th AVE,11
