"trip_id","stop_id"
"5001011","362"
"5001011","1159"
"5001011","52"
"5001011","53"
"5001011","55"
"5001011","56"
"5001011","1290"
"5001011","57"
"5001011","1216"
"5001011","1"
"5001013","1493"
"5001013","1349"
"5001013","1548"
"5001013","1491"
"5001013","1306"
"5001013","1592"
"5001013","34"
"5001013","35"
"5001013","36"
"5001013","37"
"5001013","38"
"5001013","39"
"5001013","40"
"5001013","1199"
"5001013","118"
"5001013","360"
"5001013","361"
"5001013","362"
"5001013","1159"
"5001013","52"
"5001013","53"
"5001013","55"
"5001013","56"
"5001013","1290"
"5001013","57"
"5001013","1216"
"5001013","1"
"5001015","1493"
"5001015","1349"
"5001015","1548"
"5001015","1491"
"5001015","1306"
"5001015","1592"
"5001015","34"
"5001015","35"
"5001015","36"
"5001015","37"
"5001015","38"
"5001015","39"
"5001015","40"
"5001015","1199"
"5001015","118"
"5001015","360"
"5001015","361"
"5001015","362"
"5001015","1159"
"5001015","52"
"5001015","53"
"5001015","55"
"5001015","56"
"5001015","1290"
"5001015","57"
"5001015","1216"
"5001015","1"
"5001017","1493"
"5001017","1349"
"5001017","1548"
"5001017","1491"
"5001017","1306"
"5001017","1592"
"5001017","34"
"5001017","35"
"5001017","36"
"5001017","37"
"5001017","38"
"5001017","39"
"5001017","40"
"5001017","1199"
"5001017","118"
"5001017","360"
"5001017","361"
"5001017","362"
"5001017","1159"
"5001017","52"
"5001017","53"
"5001017","55"
"5001017","56"
"5001017","1290"
"5001017","57"
"5001017","1216"
"5001017","1"
"5001019","1493"
"5001019","1349"
"5001019","1548"
"5001019","1491"
"5001019","1306"
"5001019","1592"
"5001019","34"
"5001019","35"
"5001019","36"
"5001019","37"
"5001019","38"
"5001019","39"
"5001019","40"
"5001019","1199"
"5001019","118"
"5001019","360"
"5001019","361"
"5001019","362"
"5001019","1159"
"5001019","52"
"5001019","53"
"5001019","55"
"5001019","56"
"5001019","1290"
"5001019","57"
"5001019","1216"
"5001019","1"
"5001021","1493"
"5001021","1349"
"5001021","1548"
"5001021","1491"
"5001021","1306"
"5001021","1592"
"5001021","34"
"5001021","35"
"5001021","36"
"5001021","37"
"5001021","38"
"5001021","39"
"5001021","40"
"5001021","1199"
"5001021","118"
"5001021","360"
"5001021","361"
"5001021","362"
"5001021","1159"
"5001021","52"
"5001021","53"
"5001021","55"
"5001021","56"
"5001021","1290"
"5001021","57"
"5001021","1216"
"5001021","1"
"5001023","1493"
"5001023","1349"
"5001023","1548"
"5001023","1491"
"5001023","1306"
"5001023","1592"
"5001023","34"
"5001023","35"
"5001023","36"
"5001023","37"
"5001023","38"
"5001023","39"
"5001023","40"
"5001023","1199"
"5001023","118"
"5001023","360"
"5001023","361"
"5001023","362"
"5001023","1159"
"5001023","52"
"5001023","53"
"5001023","55"
"5001023","56"
"5001023","1290"
"5001023","57"
"5001023","1216"
"5001023","1"
"5001025","1493"
"5001025","1349"
"5001025","1548"
"5001025","1491"
"5001025","1306"
"5001025","1592"
"5001025","34"
"5001025","35"
"5001025","36"
"5001025","37"
"5001025","38"
"5001025","39"
"5001025","40"
"5001025","1199"
"5001025","118"
"5001025","360"
"5001025","361"
"5001025","362"
"5001025","1159"
"5001025","52"
"5001025","53"
"5001025","55"
"5001025","56"
"5001025","1290"
"5001025","57"
"5001025","1216"
"5001025","1"
"5001027","1493"
"5001027","1349"
"5001027","1548"
"5001027","1491"
"5001027","1306"
"5001027","1592"
"5001027","34"
"5001027","35"
"5001027","36"
"5001027","37"
"5001027","38"
"5001027","39"
"5001027","40"
"5001027","1199"
"5001027","118"
"5001027","360"
"5001027","361"
"5001027","362"
"5001027","1159"
"5001027","52"
"5001027","53"
"5001027","55"
"5001027","56"
"5001027","1290"
"5001027","57"
"5001027","1216"
"5001027","1"
"5001029","1493"
"5001029","1349"
"5001029","1548"
"5001029","1491"
"5001029","1306"
"5001029","1592"
"5001029","34"
"5001029","35"
"5001029","36"
"5001029","37"
"5001029","38"
"5001029","39"
"5001029","40"
"5001029","1199"
"5001029","118"
"5001029","360"
"5001029","361"
"5001029","362"
"5001029","1159"
"5001029","52"
"5001029","53"
"5001029","55"
"5001029","56"
"5001029","1290"
"5001029","57"
"5001029","1216"
"5001029","1"
"5001031","1493"
"5001031","1349"
"5001031","1548"
"5001031","1491"
"5001031","1306"
"5001031","1592"
"5001031","34"
"5001031","35"
"5001031","36"
"5001031","37"
"5001031","38"
"5001031","39"
"5001031","40"
"5001031","1199"
"5001031","118"
"5001031","360"
"5001031","361"
"5001031","362"
"5001031","1159"
"5001031","52"
"5001031","53"
"5001031","55"
"5001031","56"
"5001031","1290"
"5001031","57"
"5001031","1216"
"5001031","1"
"5001033","1493"
"5001033","1349"
"5001033","1548"
"5001033","1491"
"5001033","1306"
"5001033","1592"
"5001033","34"
"5001033","35"
"5001033","36"
"5001033","37"
"5001033","38"
"5001033","39"
"5001033","40"
"5001033","1199"
"5001033","118"
"5001033","360"
"5001033","361"
"5001033","362"
"5001033","1159"
"5001033","52"
"5001033","53"
"5001033","55"
"5001033","56"
"5001033","1290"
"5001033","57"
"5001033","1216"
"5001033","1"
"5001035","1493"
"5001035","1349"
"5001035","1548"
"5001035","1491"
"5001035","1306"
"5001035","1592"
"5001035","34"
"5001035","35"
"5001035","36"
"5001035","37"
"5001035","38"
"5001035","39"
"5001035","40"
"5001035","1199"
"5001035","118"
"5001035","360"
"5001035","361"
"5001035","362"
"5001035","1159"
"5001035","52"
"5001035","53"
"5001035","55"
"5001035","56"
"5001035","1290"
"5001035","57"
"5001035","1216"
"5001035","1"
"5001037","1493"
"5001037","1349"
"5001037","1548"
"5001037","1491"
"5001037","1306"
"5001037","1592"
"5001037","34"
"5001037","35"
"5001037","36"
"5001037","37"
"5001037","38"
"5001037","39"
"5001037","40"
"5001037","1199"
"5001037","118"
"5001037","360"
"5001037","361"
"5001037","362"
"5001037","1159"
"5001037","52"
"5001037","53"
"5001037","55"
"5001037","56"
"5001037","1290"
"5001037","57"
"5001037","1216"
"5001037","1"
"5001039","1493"
"5001039","1349"
"5001039","1548"
"5001039","1491"
"5001039","1306"
"5001039","1592"
"5001039","34"
"5001039","35"
"5001039","36"
"5001039","37"
"5001039","38"
"5001039","39"
"5001039","40"
"5001039","1199"
"5001039","118"
"5001039","360"
"5001039","361"
"5001039","362"
"5001039","1159"
"5001039","52"
"5001039","53"
"5001039","55"
"5001039","56"
"5001039","1290"
"5001039","57"
"5001039","1216"
"5001039","1"
"5001041","1493"
"5001041","1349"
"5001041","1548"
"5001041","1491"
"5001041","1306"
"5001041","1592"
"5001041","34"
"5001041","35"
"5001041","36"
"5001041","37"
"5001041","38"
"5001041","39"
"5001041","40"
"5001041","1199"
"5001041","118"
"5001041","360"
"5001041","361"
"5001041","362"
"5001041","1159"
"5001041","52"
"5001041","53"
"5001041","55"
"5001041","56"
"5001041","1290"
"5001041","57"
"5001041","1216"
"5001041","1"
"5001043","1493"
"5001043","1349"
"5001043","1548"
"5001043","1491"
"5001043","1306"
"5001043","1592"
"5001043","34"
"5001043","35"
"5001043","36"
"5001043","37"
"5001043","38"
"5001043","39"
"5001043","40"
"5001043","1199"
"5001043","118"
"5001043","360"
"5001043","361"
"5001043","362"
"5001043","1159"
"5001043","52"
"5001043","53"
"5001043","55"
"5001043","56"
"5001043","1290"
"5001043","57"
"5001043","1216"
"5001043","1"
"5001045","1493"
"5001045","1349"
"5001045","1548"
"5001045","1491"
"5001045","1306"
"5001045","1592"
"5001045","34"
"5001045","35"
"5001045","36"
"5001045","37"
"5001045","38"
"5001045","39"
"5001045","40"
"5001045","1199"
"5001045","118"
"5001045","360"
"5001045","361"
"5001045","362"
"5001045","1159"
"5001045","52"
"5001045","53"
"5001045","55"
"5001045","56"
"5001045","1290"
"5001045","57"
"5001045","1216"
"5001045","1"
"5001047","1493"
"5001047","1349"
"5001047","1548"
"5001047","1491"
"5001047","1306"
"5001047","1592"
"5001047","34"
"5001047","35"
"5001047","36"
"5001047","37"
"5001047","38"
"5001047","39"
"5001047","40"
"5001047","1199"
"5001047","118"
"5001047","360"
"5001047","361"
"5001047","362"
"5001047","1159"
"5001047","52"
"5001047","53"
"5001047","55"
"5001047","56"
"5001047","1290"
"5001047","57"
"5001047","1216"
"5001047","1"
"5001049","1493"
"5001049","1349"
"5001049","1548"
"5001049","1491"
"5001049","1306"
"5001049","1592"
"5001049","34"
"5001049","35"
"5001049","36"
"5001049","37"
"5001049","38"
"5001049","39"
"5001049","40"
"5001049","1199"
"5001049","118"
"5001049","360"
"5001049","361"
"5001049","362"
"5001049","1159"
"5001049","52"
"5001049","53"
"5001049","55"
"5001049","56"
"5001049","1290"
"5001049","57"
"5001049","1216"
"5001049","1"
"5001051","1493"
"5001051","1349"
"5001051","1548"
"5001051","1491"
"5001051","1306"
"5001051","1592"
"5001051","34"
"5001051","35"
"5001051","36"
"5001051","37"
"5001051","38"
"5001051","39"
"5001051","40"
"5001051","1199"
"5001051","118"
"5001051","360"
"5001051","361"
"5001051","362"
"5001051","1159"
"5001051","52"
"5001051","53"
"5001051","55"
"5001051","56"
"5001051","1290"
"5001051","57"
"5001051","1216"
"5001051","1"
"5001053","1493"
"5001053","1349"
"5001053","1548"
"5001053","1491"
"5001053","1306"
"5001053","1592"
"5001053","34"
"5001053","35"
"5001053","36"
"5001053","37"
"5001053","38"
"5001053","39"
"5001053","40"
"5001053","1199"
"5001053","118"
"5001053","360"
"5001053","361"
"5001053","362"
"5001053","1159"
"5001053","52"
"5001053","53"
"5001053","55"
"5001053","56"
"5001053","1290"
"5001053","57"
"5001053","1216"
"5001053","1"
"5001055","1493"
"5001055","1349"
"5001055","1548"
"5001055","1491"
"5001055","1306"
"5001055","1592"
"5001055","34"
"5001055","35"
"5001055","36"
"5001055","37"
"5001055","38"
"5001055","39"
"5001055","40"
"5001055","1199"
"5001055","118"
"5001055","360"
"5001055","361"
"5001055","362"
"5001055","1159"
"5001055","52"
"5001055","53"
"5001055","55"
"5001055","56"
"5001055","1290"
"5001055","57"
"5001055","1216"
"5001055","1"
"5001057","1493"
"5001057","1349"
"5001057","1548"
"5001057","1491"
"5001057","1306"
"5001057","1592"
"5001057","34"
"5001057","35"
"5001057","36"
"5001057","37"
"5001057","38"
"5001057","39"
"5001057","40"
"5001057","1199"
"5001057","118"
"5001057","360"
"5001057","361"
"5001057","362"
"5001057","1159"
"5001057","52"
"5001057","53"
"5001057","55"
"5001057","56"
"5001057","1290"
"5001057","57"
"5001057","1216"
"5001057","1"
"5001059","1493"
"5001059","1349"
"5001059","1548"
"5001059","1491"
"5001059","1306"
"5001059","1592"
"5001059","34"
"5001059","35"
"5001059","36"
"5001059","37"
"5001059","38"
"5001059","39"
"5001059","40"
"5001059","1199"
"5001059","118"
"5001059","360"
"5001059","361"
"5001059","362"
"5001059","1159"
"5001059","52"
"5001059","53"
"5001059","55"
"5001059","56"
"5001059","1290"
"5001059","57"
"5001059","1216"
"5001059","1"
"5001061","1493"
"5001061","1349"
"5001061","1548"
"5001061","1491"
"5001061","1306"
"5001061","1592"
"5001061","34"
"5001061","35"
"5001061","36"
"5001061","37"
"5001061","38"
"5001061","39"
"5001061","40"
"5001061","1199"
"5001061","118"
"5001061","360"
"5001061","361"
"5001061","362"
"5001061","1159"
"5001061","52"
"5001061","53"
"5001061","55"
"5001061","56"
"5001061","1290"
"5001061","57"
"5001061","1216"
"5001061","1"
"5001063","1493"
"5001063","1349"
"5001063","1548"
"5001063","1491"
"5001063","1306"
"5001063","1592"
"5001063","34"
"5001063","35"
"5001063","36"
"5001063","37"
"5001063","38"
"5001063","39"
"5001063","40"
"5001063","1199"
"5001063","118"
"5001063","360"
"5001063","361"
"5001063","362"
"5001063","1159"
"5001063","52"
"5001063","53"
"5001063","55"
"5001063","56"
"5001063","1290"
"5001063","57"
"5001063","1216"
"5001063","1"
"5001065","1493"
"5001065","1349"
"5001065","1548"
"5001065","1491"
"5001065","1306"
"5001065","1592"
"5001065","34"
"5001065","35"
"5001065","36"
"5001065","37"
"5001065","38"
"5001065","39"
"5001065","40"
"5001065","1199"
"5001065","118"
"5001065","360"
"5001065","361"
"5001065","362"
"5001065","1159"
"5001065","52"
"5001065","53"
"5001065","55"
"5001065","56"
"5001065","1290"
"5001065","57"
"5001065","1216"
"5001065","1"
"5001067","1493"
"5001067","1349"
"5001067","1548"
"5001067","1491"
"5001067","1306"
"5001067","1592"
"5001067","34"
"5001067","35"
"5001067","36"
"5001067","37"
"5001067","38"
"5001067","39"
"5001067","40"
"5001067","1199"
"5001067","118"
"5001067","360"
"5001067","361"
"5001067","362"
"5001067","1159"
"5001067","52"
"5001067","53"
"5001067","55"
"5001067","56"
"5001067","1290"
"5001067","57"
"5001067","1216"
"5001067","1"
"5001069","1493"
"5001069","1349"
"5001069","1548"
"5001069","1491"
"5001069","1306"
"5001069","1592"
"5001069","34"
"5001069","35"
"5001069","36"
"5001069","37"
"5001069","38"
"5001069","39"
"5001069","40"
"5001069","1199"
"5001069","118"
"5001069","360"
"5001069","361"
"5001069","362"
"5001069","1159"
"5001069","52"
"5001069","53"
"5001069","55"
"5001069","56"
"5001069","1290"
"5001069","57"
"5001069","1216"
"5001069","1"
"5001071","1493"
"5001071","1349"
"5001071","1548"
"5001071","1491"
"5001071","1306"
"5001071","1592"
"5001071","34"
"5001071","35"
"5001071","36"
"5001071","37"
"5001071","38"
"5001071","39"
"5001071","40"
"5001071","1199"
"5001071","118"
"5001071","360"
"5001071","361"
"5001071","362"
"5001071","1159"
"5001071","52"
"5001071","53"
"5001071","55"
"5001071","56"
"5001071","1290"
"5001071","57"
"5001071","1216"
"5001071","1"
"5001073","1493"
"5001073","1349"
"5001073","1548"
"5001073","1491"
"5001073","1306"
"5001073","1592"
"5001073","34"
"5001073","35"
"5001073","36"
"5001073","37"
"5001073","38"
"5001073","39"
"5001073","40"
"5001073","1199"
"5001073","118"
"5001073","360"
"5001073","361"
"5001073","362"
"5001073","1159"
"5001073","52"
"5001073","53"
"5001073","55"
"5001073","56"
"5001073","1290"
"5001073","57"
"5001073","1216"
"5001073","1"
"5001075","1493"
"5001075","1349"
"5001075","1548"
"5001075","1491"
"5001075","1306"
"5001075","1592"
"5001075","34"
"5001075","35"
"5001075","36"
"5001075","37"
"5001075","38"
"5001075","39"
"5001075","40"
"5001075","1199"
"5001075","118"
"5001075","360"
"5001075","361"
"5001075","362"
"5001075","1159"
"5001075","52"
"5001075","53"
"5001075","55"
"5001075","56"
"5001075","1290"
"5001075","57"
"5001075","1216"
"5001075","1"
"5001077","1493"
"5001077","1349"
"5001077","1548"
"5001077","1491"
"5001077","1306"
"5001077","1592"
"5001077","34"
"5001077","35"
"5001077","36"
"5001077","37"
"5001077","38"
"5001077","39"
"5001077","40"
"5001077","1199"
"5001077","118"
"5001077","360"
"5001077","361"
"5001077","362"
"5001077","1159"
"5001077","52"
"5001077","53"
"5001077","55"
"5001077","56"
"5001077","1290"
"5001077","57"
"5001077","1216"
"5001077","1"
"5001079","1493"
"5001079","1349"
"5001079","1548"
"5001079","1491"
"5001079","1306"
"5001079","1592"
"5001079","34"
"5001079","35"
"5001079","36"
"5001079","37"
"5001079","38"
"5001079","39"
"5001079","40"
"5001079","1199"
"5001079","118"
"5001079","360"
"5001079","361"
"5001079","362"
"5001079","1159"
"5001079","52"
"5001079","53"
"5001079","55"
"5001079","56"
"5001079","1290"
"5001079","57"
"5001079","1216"
"5001079","1"
"5001081","1493"
"5001081","1349"
"5001081","1548"
"5001081","1491"
"5001081","1306"
"5001081","1592"
"5001081","34"
"5001081","35"
"5001081","36"
"5001081","37"
"5001081","38"
"5001081","39"
"5001081","40"
"5001081","1199"
"5001081","118"
"5001081","360"
"5001081","361"
"5001081","362"
"5001081","1159"
"5001081","52"
"5001081","53"
"5001081","55"
"5001081","56"
"5001081","1290"
"5001081","57"
"5001081","1216"
"5001081","1"
"5001083","1493"
"5001083","1349"
"5001083","1548"
"5001083","1491"
"5001083","1306"
"5001083","1592"
"5001083","34"
"5001083","35"
"5001083","36"
"5001083","37"
"5001083","38"
"5001083","39"
"5001083","40"
"5001083","1199"
"5001083","118"
"5001083","360"
"5001083","361"
"5001083","362"
"5001083","1159"
"5001083","52"
"5001083","53"
"5001083","55"
"5001083","56"
"5001083","1290"
"5001083","57"
"5001083","1216"
"5001083","1"
"5001085","1493"
"5001085","1349"
"5001085","1548"
"5001085","1491"
"5001085","1306"
"5001085","1592"
"5001085","34"
"5001085","35"
"5001085","36"
"5001085","37"
"5001085","38"
"5001085","39"
"5001085","40"
"5001085","1199"
"5001085","118"
"5001085","360"
"5001085","361"
"5001085","362"
"5001085","1159"
"5001085","52"
"5001085","53"
"5001085","55"
"5001085","56"
"5001085","1290"
"5001085","57"
"5001085","1216"
"5001085","1"
"5001087","1493"
"5001087","1349"
"5001087","1548"
"5001087","1491"
"5001087","1306"
"5001087","1592"
"5001087","34"
"5001087","35"
"5001087","36"
"5001087","37"
"5001087","38"
"5001087","39"
"5001087","40"
"5001087","1199"
"5001087","118"
"5001087","360"
"5001087","361"
"5001087","362"
"5001087","1159"
"5001087","52"
"5001087","53"
"5001087","55"
"5001087","56"
"5001087","1290"
"5001087","57"
"5001087","1216"
"5001087","1"
"5001089","1493"
"5001089","1349"
"5001089","1548"
"5001089","1491"
"5001089","1306"
"5001089","1592"
"5001089","34"
"5001089","35"
"5001089","36"
"5001089","37"
"5001089","38"
"5001089","39"
"5001089","40"
"5001089","1199"
"5001089","118"
"5001089","360"
"5001089","361"
"5001089","362"
"5001089","1159"
"5001089","52"
"5001089","53"
"5001089","55"
"5001089","56"
"5001089","1290"
"5001089","57"
"5001089","1216"
"5001089","1"
"5001091","1493"
"5001091","1349"
"5001091","1548"
"5001091","1491"
"5001091","1306"
"5001091","1592"
"5001091","34"
"5001091","35"
"5001091","36"
"5001091","37"
"5001091","38"
"5001091","39"
"5001091","40"
"5001091","1199"
"5001091","118"
"5001091","360"
"5001091","361"
"5001091","362"
"5001091","1159"
"5001091","52"
"5001091","53"
"5001091","55"
"5001091","56"
"5001091","1290"
"5001091","57"
"5001091","1216"
"5001091","1"
"5001093","1493"
"5001093","1349"
"5001093","1548"
"5001093","1491"
"5001093","1306"
"5001093","1592"
"5001093","34"
"5001093","35"
"5001093","36"
"5001093","37"
"5001093","38"
"5001093","39"
"5001093","40"
"5001093","1199"
"5001093","118"
"5001093","360"
"5001093","361"
"5001093","362"
"5001093","1159"
"5001093","52"
"5001093","53"
"5001093","55"
"5001093","56"
"5001093","1290"
"5001093","57"
"5001093","1216"
"5001093","1"
"5001095","1493"
"5001095","1349"
"5001095","1548"
"5001095","1491"
"5001095","1306"
"5001095","1592"
"5001095","34"
"5001095","35"
"5001095","36"
"5001095","37"
"5001095","38"
"5001095","39"
"5001095","40"
"5001095","1199"
"5001095","118"
"5001095","360"
"5001095","361"
"5001095","362"
"5001095","1159"
"5001095","52"
"5001095","53"
"5001095","55"
"5001095","56"
"5001095","1290"
"5001095","57"
"5001095","1216"
"5001095","1"
"5001097","1493"
"5001097","1349"
"5001097","1548"
"5001097","1491"
"5001097","1306"
"5001097","1592"
"5001097","34"
"5001097","35"
"5001097","36"
"5001097","37"
"5001097","38"
"5001097","39"
"5001097","40"
"5001097","1199"
"5001097","118"
"5001097","360"
"5001097","361"
"5001097","362"
"5001097","1159"
"5001097","52"
"5001097","53"
"5001097","55"
"5001097","56"
"5001097","1290"
"5001097","57"
"5001097","1216"
"5001097","1"
"3001002","1493"
"3001002","1349"
"3001002","1548"
"3001002","1491"
"3001002","1306"
"3001002","1592"
"3001002","34"
"3001002","35"
"3001002","36"
"3001002","37"
"3001002","38"
"3001002","39"
"3001002","40"
"3001002","1199"
"3001002","118"
"3001002","360"
"3001002","361"
"3001002","362"
"3001002","1159"
"3001002","52"
"3001002","53"
"3001002","55"
"3001002","56"
"3001002","1290"
"3001002","57"
"3001002","1216"
"3001002","1"
"3001004","1493"
"3001004","1349"
"3001004","1548"
"3001004","1491"
"3001004","1306"
"3001004","1592"
"3001004","34"
"3001004","35"
"3001004","36"
"3001004","37"
"3001004","38"
"3001004","39"
"3001004","40"
"3001004","1199"
"3001004","118"
"3001004","360"
"3001004","361"
"3001004","362"
"3001004","1159"
"3001004","52"
"3001004","53"
"3001004","55"
"3001004","56"
"3001004","1290"
"3001004","57"
"3001004","1216"
"3001004","1"
"3001006","1493"
"3001006","1349"
"3001006","1548"
"3001006","1491"
"3001006","1306"
"3001006","1592"
"3001006","34"
"3001006","35"
"3001006","36"
"3001006","37"
"3001006","38"
"3001006","39"
"3001006","40"
"3001006","1199"
"3001006","118"
"3001006","360"
"3001006","361"
"3001006","362"
"3001006","1159"
"3001006","52"
"3001006","53"
"3001006","55"
